iter	Logloss
409	0.1364945907
410	0.1362616001
411	0.135996404
412	0.1356522203
413	0.1354060679
414	0.1352349905
415	0.134959889
416	0.1344736792
417	0.1341116197
418	0.1336691063
419	0.1332574685
420	0.133047025
421	0.1326102742
422	0.1321790557
423	0.1318035531
424	0.1315800331
425	0.1312650372
426	0.1309045547
427	0.1305886551
428	0.1302395272
429	0.1299850293
430	0.1297736141
431	0.1294061075
432	0.1291405534
433	0.1288970265
434	0.1284419651
435	0.1280497972
436	0.1277000896
437	0.1275081613
438	0.127273713
439	0.1269223517
440	0.1267169974
441	0.1264261342
442	0.126104975
443	0.1259654722
444	0.1256437675
445	0.1252703448
446	0.1249628674
447	0.1246486728
448	0.124470324
449	0.1241670577
450	0.123779331
451	0.1234324365
452	0.1231577271
453	0.1228284953
454	0.1226261927
455	0.1223355426
456	0.1221408013
457	0.1218548226
458	0.1216464677
459	0.1213243112
460	0.1209735721
461	0.1205445188
462	0.1202852558
463	0.1199211589
464	0.1195658764
465	0.1192582796
466	0.1190220156
467	0.1188076936
468	0.1185824772
469	0.1183230778
470	0.1180893285
471	0.1179017733
472	0.1176552117
473	0.1172870146
474	0.1169472295
475	0.116701904
476	0.1164936002
477	0.1162148417
478	0.1159582383
479	0.1155900838
480	0.1154133461
481	0.115171652
482	0.1149671587
483	0.1147683085
484	0.1145160355
485	0.1142230156
486	0.1140290415
487	0.1136747051
488	0.1134347926
489	0.1131667835
490	0.1129340486
491	0.112666048
492	0.112398431
493	0.1121856689
494	0.1119315717
495	0.1115904227
496	0.1112866535
497	0.110971487
498	0.1107548293
499	0.1104627641
500	0.1102481693
501	0.1100555505
502	0.1098410068
503	0.1095668175
504	0.1092567401
505	0.1090086868
506	0.1087684759
507	0.1085954208
508	0.1083470861
509	0.1080761616
510	0.1078342289
511	0.1075320793
512	0.107244319
513	0.1070722271
514	0.1068403617
515	0.1065695906
516	0.1064046849
517	0.1061720353
518	0.1060117157
519	0.1057850587
520	0.1055584529
521	0.1053715455
522	0.1050180275
523	0.1047456283
524	0.1045399756
525	0.1043108381
526	0.1039878121
527	0.1037684265
528	0.1036212005
529	0.1034594147
530	0.1032556203
531	0.1031590552
532	0.1030130567
533	0.1027475453
534	0.102574763
535	0.1024611915
536	0.1022997893
537	0.1020355566
538	0.1018431594
539	0.101605344
540	0.1013278556
541	0.101106032
542	0.1008576377
543	0.1005900719
544	0.10036275
545	0.1001797127
546	0.0999714942
547	0.09977979607
548	0.09953979833
549	0.09935994921
550	0.09911688267
551	0.09885848061
552	0.09867695217
553	0.0984534237
554	0.09824496647
555	0.09803355979
556	0.09780104653
557	0.097668619
558	0.09751793206
559	0.09723587462
560	0.09705430356
561	0.09681560154
562	0.09648538941
563	0.09638524402
564	0.09622645884
565	0.09595472453
566	0.09577407411
567	0.09562949069
568	0.09548587053
569	0.0951926631
570	0.09503103928
571	0.09487919301
572	0.0946697299
573	0.09450436384
574	0.09425799833
575	0.09405648855
576	0.0938913356
577	0.09365275292
578	0.09345461883
579	0.09333069018
580	0.09321336799
581	0.09305945029
582	0.09286203225
583	0.09258403245
584	0.09242186307
585	0.09225189379
586	0.09199451468
587	0.09183315512
588	0.0916567925
589	0.09145997117
590	0.09128550098
591	0.09117709538
592	0.09095825536
593	0.09077881541
594	0.09057651285
595	0.09044582431
596	0.09025995691
597	0.09016014397
598	0.08993422865
599	0.08976130139
600	0.08956915999
601	0.08927724828
602	0.08910931635
603	0.08894879219
604	0.08877458626
605	0.08858044161
606	0.0882994412
607	0.08814837067
608	0.08791740886
609	0.08766772734
610	0.08757001142
611	0.08733430149
612	0.08718533649
613	0.08697042625
614	0.0867616792
615	0.0865912837
616	0.08642629272
617	0.08630816071
618	0.08619483649
619	0.08600951466
620	0.08590532868
621	0.08579210676
622	0.0856031876
623	0.08551548793
624	0.08532484683
625	0.08517338417
626	0.08506611233
627	0.08481533967
628	0.08457067053
629	0.08440752083
630	0.08425726011
631	0.08414727749
632	0.08397986556
633	0.08379881449
634	0.08366066704
635	0.08344807545
636	0.08332395927
637	0.08313538962
638	0.08297767
639	0.08274220728
640	0.08261212397
641	0.08245887117
642	0.08228439246
643	0.08212744004
644	0.08202189866
645	0.08187497954
646	0.0817843986
647	0.08165313891
648	0.08157603514
649	0.08135742528
650	0.08116122624
651	0.08098533247
652	0.08080832199
653	0.08067149583
654	0.08064749947
655	0.08050975267
656	0.08039840613
657	0.08029838008
658	0.08018041856
659	0.08000011764
660	0.07990037289
661	0.07973813531
662	0.07970112209
663	0.07955538787
664	0.07940527207
665	0.07931206559
666	0.07917048278
667	0.07903513988
668	0.07889501476
669	0.07872068096
670	0.07859471497
671	0.07840964035
672	0.07831441357
673	0.07817776643
674	0.07797573665
675	0.07779653539
676	0.07764318029
677	0.07749836671
678	0.07741965182
679	0.07723821715
680	0.07709668548
681	0.07707615858
682	0.07690454408
683	0.07678623306
684	0.07667635273
685	0.07647974451
686	0.07636183414
687	0.07615283987
688	0.07596588987
689	0.07581479376
690	0.07568746386
691	0.07557396915
692	0.07546269081
693	0.07534054378
694	0.07520617267
695	0.07501408241
696	0.07488708496
697	0.07471067972
698	0.07456016327
699	0.07439882928
700	0.07428445656
701	0.07418506985
702	0.07407721834
703	0.07394410885
704	0.0738328305
705	0.07369616631
706	0.0736316276
707	0.07350039349
708	0.07337799925
709	0.07325477813
710	0.07309789391
711	0.07298388774
712	0.07280247864
713	0.07264491246
714	0.07250835056
715	0.07239369653
716	0.07222492921
717	0.07209684915
718	0.07199284218
719	0.07185291312
720	0.07173068084
721	0.07163195903
722	0.07148305371
723	0.07137594383
724	0.07120519883
725	0.07110972484
726	0.07098603488
727	0.07087281723
728	0.07075703371
729	0.07063080345
730	0.07047810475
731	0.07034637622
732	0.07023572016
733	0.0701445084
734	0.07002004272
735	0.0698520767
736	0.06972761953
737	0.06958419544
738	0.06945883895
739	0.06931039821
740	0.06917648315
741	0.06905165518
742	0.06894226927
743	0.06878023627
744	0.06867162609
745	0.06854711351
746	0.06833508454
747	0.06818412909
748	0.06811201639
749	0.06799314701
750	0.06788262735
751	0.06770542933
752	0.06761435823
753	0.0674179546
754	0.06726391329
755	0.06716097187
756	0.06706941914
757	0.06693704275
758	0.06687437942
759	0.06669796992
760	0.06658499094
761	0.06646602354
762	0.06635315964
763	0.06624412324
764	0.06612177588
765	0.06610899345
766	0.06599545612
767	0.06585043369
768	0.06574723228
769	0.06563586869
770	0.06548294835
771	0.0653524175
772	0.06527945236
773	0.06518232463
774	0.06506741486
775	0.06496876125
776	0.06495648176
777	0.06486185596
778	0.06473833649
779	0.06459976282
780	0.06447037425
781	0.064317748
782	0.06422698804
783	0.0641398595
784	0.06406561995
785	0.06400789229
786	0.06394568502
787	0.06386373509
788	0.06376027795
789	0.06365381166
790	0.06357860459
791	0.06349366257
792	0.0633236933
793	0.06319906139
794	0.06305064622
795	0.06294676711
796	0.06279842441
797	0.06272317045
798	0.06260531548
799	0.06251164868
800	0.06236229582
801	0.06226514252
802	0.06211374379
803	0.06198209624
804	0.0618176082
805	0.06171773559
806	0.0616263917
807	0.06153591731
808	0.06142248228
809	0.06134496508
810	0.06124848947
811	0.06114994667
812	0.06105529103
813	0.06094109732
814	0.06083122552
815	0.06068931025
816	0.06054742057
817	0.06046728635
818	0.06034510948
819	0.06021225572
820	0.06007357976
821	0.05998027524
822	0.05981429968
823	0.05968634323
824	0.05956718402
825	0.05945348899
826	0.05932695613
827	0.0592610535
828	0.05914033432
829	0.05901924858
830	0.05885187074
831	0.05870987876
832	0.05857867022
833	0.0585008845
834	0.05836807762
835	0.05822690825
836	0.05808400415
837	0.0579723209
838	0.05786619986
839	0.05775054846
840	0.05763121024
841	0.05751011172
842	0.05738848468
843	0.05727830599
844	0.05716707027
845	0.05703067886
846	0.05693001774
847	0.05681512929
848	0.05669981887
849	0.05660294261
850	0.05650105823
851	0.05643388972
852	0.05635033293
853	0.05625017049
854	0.05616079149
855	0.05606184379
856	0.05600258598
857	0.05591587514
858	0.05587611705
859	0.05573948269
860	0.05563045054
861	0.05553675817
862	0.05543904225
863	0.05532654491
864	0.0552405075
865	0.05513314615
866	0.05506828351
867	0.05497746814
868	0.05485637814
869	0.05475839796
870	0.0546803565
871	0.05456976011
872	0.0544730032
873	0.05433122859
874	0.05424061354
875	0.0541223835
876	0.05402982914
877	0.05394025835
878	0.05387337967
879	0.05379055599
880	0.0537796873
881	0.05368172843
882	0.05354273706
883	0.05345422329
884	0.05335150777
885	0.05327818034
886	0.05320154115
887	0.05310133609
888	0.05304487005
889	0.05295779266
890	0.05287300834
891	0.05281384005
892	0.05273943001
893	0.05265824302
894	0.05256533916
895	0.05250284632
896	0.05242186392
897	0.05236893979
898	0.05224798192
899	0.05215941701
900	0.0520952619
901	0.05202368198
902	0.05197970428
903	0.05191106104
904	0.05181169563
905	0.05169181184
906	0.05161371497
907	0.05154182818
908	0.05144313194
909	0.05136077284
910	0.05127298366
911	0.05126442083
912	0.05118132437
913	0.05107983637
914	0.05097065931
915	0.0509125864
916	0.05082934502
917	0.05075442351
918	0.05066911069
919	0.05058217821
920	0.05049377953
921	0.0504293559
922	0.05034067165
923	0.05028495575
924	0.05022822119
925	0.05017968716
926	0.05009540153
927	0.05003502702
928	0.0499459549
929	0.04983991484
930	0.04978225111
931	0.04974693426
932	0.04968819219
933	0.04961876896
934	0.04953680625
935	0.0494903053
936	0.04942017454
937	0.0493203616
938	0.04925063149
939	0.04918232497
940	0.04908593034
941	0.0490245883
942	0.04894583079
943	0.04886251695
944	0.04879452157
945	0.04871988563
946	0.04864099598
947	0.04855350089
948	0.04854015585
949	0.04846445435
950	0.04839083283
951	0.04831866046
952	0.04825429224
953	0.04818992402
954	0.04812473745
955	0.0480577991
956	0.04799863933
957	0.04791242717
958	0.04782911333
959	0.04777167123
960	0.04770443879
961	0.04764396625
962	0.04759414929
963	0.04753332724
964	0.04745278385
965	0.04739624535
966	0.04732828833
967	0.04725413402
968	0.04714324781
969	0.04707175313
970	0.04700665181
971	0.04696144658
972	0.04695284966
973	0.04685762288
974	0.04678870686
975	0.04670206422
976	0.04664437065
977	0.04656520396
978	0.04650710122
979	0.04643829601
980	0.04637426451
981	0.04630808484
982	0.04623827801
983	0.0461718767
984	0.04610277741
985	0.04605475484
986	0.04597552422
987	0.04588966583
988	0.04582690021
989	0.04576993122
990	0.04570387515
991	0.04562675433
992	0.04558592216
993	0.04557872751
994	0.04549987622
995	0.04548937409
996	0.04544991861
997	0.04538734479
998	0.04531569241
999	0.04527802707
1000	0.04523563918
1001	0.04517282667
1002	0.04511787798
1003	0.0450420955
1004	0.04496383241
1005	0.04487954252
1006	0.04482611971
1007	0.04475352964
1008	0.04468895257
1009	0.04460007652
1010	0.04451513024
1011	0.04446017729
1012	0.04440781577
1013	0.04434818715
1014	0.044287152
1015	0.04424515197
1016	0.04418685316
1017	0.04412660226
1018	0.04408045081
1019	0.04401311608
1020	0.0439683115
1021	0.04389942531
1022	0.04384861099
1023	0.04377577371
1024	0.04372175845
1025	0.0436682163
1026	0.04362585398
1027	0.0435732964
1028	0.04352167225
1029	0.04346486523
1030	0.04340028816
1031	0.04334063823
1032	0.0432589483
1033	0.04321786891
1034	0.04317503348
1035	0.04311651731
1036	0.04306985866
1037	0.04299312144
1038	0.04293257218
1039	0.04288713253
1040	0.0428138605
1041	0.04276575696
1042	0.04270301265
1043	0.04263855918
1044	0.04258109151
1045	0.04251266139
1046	0.04246481784
1047	0.04242312042
1048	0.04235329228
1049	0.0422952279
1050	0.04225968515
1051	0.04221532385
1052	0.0421508576
1053	0.04206412544
1054	0.04200206309
1055	0.04194904945
1056	0.04189012836
1057	0.0418377839
1058	0.04176655348
1059	0.04170810124
1060	0.04164749231
1061	0.04161905896
1062	0.04156572139
1063	0.04149666898
1064	0.04144976738
1065	0.04138332346
1066	0.04133556089
1067	0.04126739928
1068	0.04118412806
1069	0.04112443125
1070	0.04108297678
1071	0.04101715514
1072	0.04093354294
1073	0.04088227682
1074	0.0408298258
1075	0.04077856394
1076	0.04073003844
1077	0.04068603516
1078	0.04062679866
1079	0.04055517612
1080	0.04051282659
1081	0.04044870558
1082	0.0403650124
1083	0.04029252463
1084	0.04023981361
1085	0.0401577145
1086	0.04008578508
1087	0.04000777772
1088	0.03994966219
1089	0.03988474414
1090	0.03982956529
1091	0.03976662918
1092	0.03972723764
1093	0.03969013491
1094	0.03962838796
1095	0.03954570919
1096	0.03946713069
1097	0.03942700604
1098	0.03938297719
1099	0.0393249597
1100	0.03928628847
1101	0.03922659592
1102	0.03919116825
1103	0.0391483797
1104	0.03908425443
1105	0.03903352535
1106	0.03898591622
1107	0.03893797038
1108	0.03890088044
1109	0.03884872778
1110	0.03878741557
1111	0.03873390326
1112	0.03869298157
1113	0.03861905743
1114	0.0385667428
1115	0.0385028008
1116	0.03845826048
1117	0.03837791315
1118	0.03832654047
1119	0.03827183473
1120	0.03820794814
1121	0.03815975509
1122	0.03810060384
1123	0.03803580513
1124	0.03797176936
1125	0.03790523593
1126	0.03783954642
1127	0.03779561133
1128	0.03775189362
1129	0.03771100604
1130	0.03768072714
1131	0.03762738532
1132	0.0375710514
1133	0.0375228413
1134	0.0374768987
1135	0.03741166525
1136	0.03736685215
1137	0.03731794304
1138	0.03724970471
1139	0.0372161098
1140	0.03716398271
1141	0.03713980733
1142	0.0370669658
1143	0.03703852819
1144	0.03696590828
1145	0.03690678261
1146	0.03684243144
1147	0.03678488705
1148	0.03674067918
1149	0.03669806539
1150	0.03665017496
1151	0.03658825752
1152	0.03652065853
1153	0.03648223025
1154	0.03642833859
1155	0.0363854989
1156	0.03633712257
1157	0.03627948441
1158	0.03621934859
1159	0.03616625823
1160	0.03612571162
1161	0.03607106981
1162	0.03601910469
1163	0.03596219111
1164	0.03591746751
1165	0.03586823874
1166	0.03581965356
1167	0.03577873187
1168	0.03574178898
1169	0.03569702276
1170	0.03564667515
1171	0.03558190628
1172	0.03554563682
1173	0.0355109316
1174	0.0354812068
1175	0.03542693793
1176	0.03539152518
1177	0.03535040104
1178	0.03530928969
1179	0.03526904996
1180	0.03520859233
1181	0.03517946211
1182	0.03513634964
1183	0.03509137031
1184	0.03505869604
1185	0.03501220575
1186	0.0349750327
1187	0.03495110453
1188	0.03489998333
1189	0.03486011867
1190	0.03480810027
1191	0.03477626779
1192	0.03471857209
1193	0.03467725402
1194	0.03464323928
1195	0.03459252938
1196	0.03453976082
1197	0.03449972142
1198	0.03446190264
1199	0.03441627971
